"_ano_pesquisa","cargo_atual","nivel","faixa_salarial","qtd_respondentes"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","de R$ 30.001/mês a R$ 40.000/mês","2"
"2024","Analista de Suporte/Analista Técnico","Júnior","de R$ 3.001/mês a R$ 4.000/mês","2"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","de R$ 30.001/mês a R$ 40.000/mês","2"
"2024","Estatístico","Júnior","de R$ 4.001/mês a R$ 6.000/mês","2"
"2024","Outras Engenharias (não inclui dev)","Pleno","de R$ 16.001/mês a R$ 20.000/mês","2"
"2024","Analista de Negócios/Business Analyst","Sênior","de R$ 25.001/mês a R$ 30.000/mês","2"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","de R$ 8.001/mês a R$ 12.000/mês","2"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","de R$ 3.001/mês a R$ 4.000/mês","2"
"2024","Analista de Dados/Data Analyst","Sênior","Acima de R$ 40.001/mês","2"
"2024","Professor/Pesquisador","Sênior","de R$ 4.001/mês a R$ 6.000/mês","2"
"2024","Estatístico","Pleno","de R$ 4.001/mês a R$ 6.000/mês","2"
"2024","Arquiteto de Dados/Data Architect","Sênior","de R$ 30.001/mês a R$ 40.000/mês","2"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","de R$ 25.001/mês a R$ 30.000/mês","2"
"2024","Analista de BI/BI Analyst","Júnior","de R$ 8.001/mês a R$ 12.000/mês","2"
"2024","Analista de Suporte/Analista Técnico","Pleno","de R$ 6.001/mês a R$ 8.000/mês","2"
"2024","Arquiteto de Dados/Data Architect","Pleno","de R$ 12.001/mês a R$ 16.000/mês","2"
"2024","Analista de Suporte/Analista Técnico","Júnior","Menos de R$ 1.000/mês","2"
"2024","Professor/Pesquisador","Sênior","de R$ 16.001/mês a R$ 20.000/mês","2"
"2024","Outras Engenharias (não inclui dev)","Júnior","de R$ 4.001/mês a R$ 6.000/mês","2"
"2024","Outra Opção","Pleno","de R$ 12.001/mês a R$ 16.000/mês","2"
"2024","Outra Opção","Sênior","de R$ 3.001/mês a R$ 4.000/mês","2"
"2024","Outra Opção","Sênior","de R$ 2.001/mês a R$ 3.000/mês","2"
"2024","Estatístico","Júnior","de R$ 1.001/mês a R$ 2.000/mês","2"
"2024","Estatístico","Pleno","de R$ 6.001/mês a R$ 8.000/mês","2"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Menos de R$ 1.000/mês","2"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Pleno","de R$ 12.001/mês a R$ 16.000/mês","2"
"2024","Estatístico","Pleno","de R$ 8.001/mês a R$ 12.000/mês","2"
"2024","Outra Opção","Júnior","de R$ 12.001/mês a R$ 16.000/mês","2"
"2024","Arquiteto de Dados/Data Architect","Sênior","de R$ 8.001/mês a R$ 12.000/mês","2"
"2024","Outras Engenharias (não inclui dev)","Pleno","de R$ 4.001/mês a R$ 6.000/mês","2"
"2024","Outras Engenharias (não inclui dev)","Júnior","de R$ 2.001/mês a R$ 3.000/mês","1"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","de R$ 30.001/mês a R$ 40.000/mês","1"
"2024","Outra Opção","Pleno","de R$ 30.001/mês a R$ 40.000/mês","1"
"2024","Analista de BI/BI Analyst","Pleno","Menos de R$ 1.000/mês","1"
"2024","Professor/Pesquisador","Júnior","de R$ 3.001/mês a R$ 4.000/mês","1"
"2024","Outras Engenharias (não inclui dev)","Júnior","de R$ 8.001/mês a R$ 12.000/mês","1"
"2024","Professor/Pesquisador","Sênior","de R$ 12.001/mês a R$ 16.000/mês","1"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Júnior","de R$ 1.001/mês a R$ 2.000/mês","1"
"2024","Outra Opção","Pleno","Menos de R$ 1.000/mês","1"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","de R$ 6.001/mês a R$ 8.000/mês","1"
"2024","Outras Engenharias (não inclui dev)","Sênior","de R$ 3.001/mês a R$ 4.000/mês","1"
"2024","Professor/Pesquisador","Sênior","de R$ 6.001/mês a R$ 8.000/mês","1"
"2024","Analista de Dados/Data Analyst","Pleno","de R$ 30.001/mês a R$ 40.000/mês","1"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","de R$ 4.001/mês a R$ 6.000/mês","1"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","de R$ 12.001/mês a R$ 16.000/mês","1"
"2024","Cientista de Dados/Data Scientist","Júnior","de R$ 16.001/mês a R$ 20.000/mês","1"
"2024","Analytics Engineer","Sênior","de R$ 4.001/mês a R$ 6.000/mês","1"
"2024","Analytics Engineer","Júnior","de R$ 16.001/mês a R$ 20.000/mês","1"
"2024","Cientista de Dados/Data Scientist","Pleno","de R$ 20.001/mês a R$ 25.000/mês","1"
"2024","Analista de BI/BI Analyst","Pleno","de R$ 16.001/mês a R$ 20.000/mês","1"
"2024","Analista de Suporte/Analista Técnico","Pleno","de R$ 1.001/mês a R$ 2.000/mês","1"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","de R$ 20.001/mês a R$ 25.000/mês","1"
"2024","Professor/Pesquisador","Júnior","Menos de R$ 1.000/mês","1"
"2024","Analista de Negócios/Business Analyst","Júnior","de R$ 8.001/mês a R$ 12.000/mês","1"
"2024","Analista de Negócios/Business Analyst","Pleno","de R$ 16.001/mês a R$ 20.000/mês","1"
"2024","Analytics Engineer","Pleno","de R$ 20.001/mês a R$ 25.000/mês","1"
"2024","Outras Engenharias (não inclui dev)","Júnior","de R$ 3.001/mês a R$ 4.000/mês","1"
"2024","Analista de Negócios/Business Analyst","Pleno","de R$ 2.001/mês a R$ 3.000/mês","1"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","de R$ 25.001/mês a R$ 30.000/mês","1"
"2024","Analista de Negócios/Business Analyst","Júnior","de R$ 12.001/mês a R$ 16.000/mês","1"
"2024","Arquiteto de Dados/Data Architect","Júnior","de R$ 4.001/mês a R$ 6.000/mês","1"
"2024","Outras Engenharias (não inclui dev)","Sênior","de R$ 30.001/mês a R$ 40.000/mês","1"
"2024","Analista de Negócios/Business Analyst","Sênior","de R$ 30.001/mês a R$ 40.000/mês","1"
"2024","Analytics Engineer","Pleno","de R$ 30.001/mês a R$ 40.000/mês","1"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","de R$ 12.001/mês a R$ 16.000/mês","1"
"2024","Outra Opção","Sênior","de R$ 25.001/mês a R$ 30.000/mês","1"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","de R$ 25.001/mês a R$ 30.000/mês","1"
"2024","Professor/Pesquisador","Júnior","de R$ 8.001/mês a R$ 12.000/mês","1"
"2024","Analista de Dados/Data Analyst","Júnior","de R$ 30.001/mês a R$ 40.000/mês","1"
"2024","Analista de Suporte/Analista Técnico","Júnior","de R$ 8.001/mês a R$ 12.000/mês","1"
"2024","Cientista de Dados/Data Scientist","Júnior","Menos de R$ 1.000/mês","1"
"2024","Analista de Suporte/Analista Técnico","Júnior","Acima de R$ 40.001/mês","1"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Acima de R$ 40.001/mês","1"
"2024","Analista de Dados/Data Analyst","Júnior","de R$ 12.001/mês a R$ 16.000/mês","1"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","de R$ 2.001/mês a R$ 3.000/mês","1"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","de R$ 30.001/mês a R$ 40.000/mês","1"
"2024","Analista de Suporte/Analista Técnico","Júnior","de R$ 6.001/mês a R$ 8.000/mês","1"
"2024","Estatístico","Júnior","de R$ 6.001/mês a R$ 8.000/mês","1"
"2024","Outra Opção","Pleno","de R$ 20.001/mês a R$ 25.000/mês","1"
"2024","Arquiteto de Dados/Data Architect","Pleno","de R$ 16.001/mês a R$ 20.000/mês","1"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","de R$ 20.001/mês a R$ 25.000/mês","1"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","de R$ 1.001/mês a R$ 2.000/mês","1"
"2024","Outras Engenharias (não inclui dev)","Júnior","de R$ 6.001/mês a R$ 8.000/mês","1"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","de R$ 16.001/mês a R$ 20.000/mês","1"
"2024","Analytics Engineer","Júnior","de R$ 8.001/mês a R$ 12.000/mês","1"
"2024","Analista de Negócios/Business Analyst","Júnior","de R$ 6.001/mês a R$ 8.000/mês","1"
"2024","Analista de Negócios/Business Analyst","Sênior","de R$ 20.001/mês a R$ 25.000/mês","1"
"2024","Analista de Negócios/Business Analyst","Pleno","de R$ 1.001/mês a R$ 2.000/mês","1"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","de R$ 25.001/mês a R$ 30.000/mês","1"
"2024","Outra Opção","Júnior","de R$ 25.001/mês a R$ 30.000/mês","1"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Menos de R$ 1.000/mês","1"
"2024","Outras Engenharias (não inclui dev)","Sênior","de R$ 4.001/mês a R$ 6.000/mês","1"
"2024","Professor/Pesquisador","Júnior","de R$ 2.001/mês a R$ 3.000/mês","1"
"2024","Analista de Suporte/Analista Técnico","Sênior","de R$ 25.001/mês a R$ 30.000/mês","1"
"2024","Cientista de Dados/Data Scientist","Pleno","de R$ 25.001/mês a R$ 30.000/mês","1"
"2024","Professor/Pesquisador","Sênior","de R$ 2.001/mês a R$ 3.000/mês","1"
"2024","Analista de Suporte/Analista Técnico","Pleno","de R$ 8.001/mês a R$ 12.000/mês","1"
"2024","Professor/Pesquisador","Júnior","de R$ 1.001/mês a R$ 2.000/mês","1"
"2024","Estatístico","Sênior","de R$ 20.001/mês a R$ 25.000/mês","1"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","de R$ 25.001/mês a R$ 30.000/mês","1"
"2024","Cientista de Dados/Data Scientist","Júnior","de R$ 20.001/mês a R$ 25.000/mês","1"
"2024","Analista de Suporte/Analista Técnico","Sênior","de R$ 12.001/mês a R$ 16.000/mês","1"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Júnior","de R$ 6.001/mês a R$ 8.000/mês","1"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Menos de R$ 1.000/mês","1"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","de R$ 6.001/mês a R$ 8.000/mês","1"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","de R$ 2.001/mês a R$ 3.000/mês","1"
"2024","Analista de Suporte/Analista Técnico","Sênior","de R$ 3.001/mês a R$ 4.000/mês","1"
"2024","Outra Opção","Sênior","de R$ 20.001/mês a R$ 25.000/mês","1"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","de R$ 20.001/mês a R$ 25.000/mês","1"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","de R$ 20.001/mês a R$ 25.000/mês","1"
"2024","Arquiteto de Dados/Data Architect","Pleno","de R$ 4.001/mês a R$ 6.000/mês","1"
"2024","Cientista de Dados/Data Scientist","Pleno","de R$ 1.001/mês a R$ 2.000/mês","1"
"2024","Analista de BI/BI Analyst","Sênior","de R$ 3.001/mês a R$ 4.000/mês","1"
"2024","Estatístico","Pleno","de R$ 3.001/mês a R$ 4.000/mês","1"
"2025",,,,"267"
"2025",,,"de R$ 12.001/mês a R$ 16.000/mês","121"
"2025",,,"de R$ 16.001/mês a R$ 20.000/mês","119"
"2025",,,"de R$ 20.001/mês a R$ 25.000/mês","115"
"2025",,,"de R$ 8.001/mês a R$ 12.000/mês","91"
"2025","Analista de Dados/Data Analyst","Sênior","de R$ 8.001/mês a R$ 12.000/mês","84"
"2025",,,"de R$ 25.001/mês a R$ 30.000/mês","77"
"2025","Cientista de Dados/Data Scientist","Pleno","de R$ 8.001/mês a R$ 12.000/mês","68"
"2025",,,"Acima de R$ 40.001/mês","63"
"2025","Analista de Dados/Data Analyst","Pleno","de R$ 4.001/mês a R$ 6.000/mês","59"
"2025","Analista de Dados/Data Analyst","Pleno","de R$ 8.001/mês a R$ 12.000/mês","58"
"2025","Analista de Dados/Data Analyst","Pleno","de R$ 6.001/mês a R$ 8.000/mês","57"
"2025",,,"de R$ 30.001/mês a R$ 40.000/mês","56"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","de R$ 12.001/mês a R$ 16.000/mês","53"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","de R$ 8.001/mês a R$ 12.000/mês","50"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","de R$ 8.001/mês a R$ 12.000/mês","50"
"2025","Cientista de Dados/Data Scientist","Sênior","de R$ 12.001/mês a R$ 16.000/mês","47"
"2025","Analista de Dados/Data Analyst","Júnior","de R$ 4.001/mês a R$ 6.000/mês","42"
"2025","Cientista de Dados/Data Scientist","Sênior","de R$ 16.001/mês a R$ 20.000/mês","41"
"2025",,,"de R$ 6.001/mês a R$ 8.000/mês","39"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","de R$ 16.001/mês a R$ 20.000/mês","39"
"2025","Cientista de Dados/Data Scientist","Sênior","de R$ 8.001/mês a R$ 12.000/mês","36"
"2025","Outra Opção","Júnior","de R$ 1.001/mês a R$ 2.000/mês","35"
"2025","Cientista de Dados/Data Scientist","Pleno","de R$ 6.001/mês a R$ 8.000/mês","32"
"2025","Analista de Dados/Data Analyst","Sênior","de R$ 6.001/mês a R$ 8.000/mês","31"
"2025","Analista de Dados/Data Analyst","Júnior","de R$ 1.001/mês a R$ 2.000/mês","28"
"2025","Analista de Dados/Data Analyst","Júnior","de R$ 3.001/mês a R$ 4.000/mês","28"
"2025","Analista de Dados/Data Analyst","Sênior","de R$ 12.001/mês a R$ 16.000/mês","28"
"2025","Analista de BI/BI Analyst","Pleno","de R$ 4.001/mês a R$ 6.000/mês","28"
"2025","Analista de Dados/Data Analyst","Júnior","de R$ 2.001/mês a R$ 3.000/mês","27"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","de R$ 6.001/mês a R$ 8.000/mês","27"
"2025","Analista de BI/BI Analyst","Pleno","de R$ 6.001/mês a R$ 8.000/mês","25"
"2025",,,"de R$ 4.001/mês a R$ 6.000/mês","24"
"2025","Analista de Negócios/Business Analyst","Sênior","de R$ 8.001/mês a R$ 12.000/mês","23"
"2025","Analista de BI/BI Analyst","Sênior","de R$ 8.001/mês a R$ 12.000/mês","23"
"2025","Cientista de Dados/Data Scientist","Pleno","de R$ 12.001/mês a R$ 16.000/mês","21"
"2025","Analista de Dados/Data Analyst","Pleno","de R$ 3.001/mês a R$ 4.000/mês","21"
"2025","Analytics Engineer","Sênior","de R$ 12.001/mês a R$ 16.000/mês","20"
"2025","Cientista de Dados/Data Scientist","Especialista/Staff+","de R$ 12.001/mês a R$ 16.000/mês","20"
"2025","Analista de Negócios/Business Analyst","Pleno","de R$ 4.001/mês a R$ 6.000/mês","20"
"2025","Cientista de Dados/Data Scientist","Júnior","de R$ 8.001/mês a R$ 12.000/mês","19"
"2025","Outra Opção","Júnior","de R$ 2.001/mês a R$ 3.000/mês","19"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Especialista/Staff+","de R$ 16.001/mês a R$ 20.000/mês","18"
"2025","Analista de Dados/Data Analyst","Especialista/Staff+","de R$ 12.001/mês a R$ 16.000/mês","18"
"2025","Cientista de Dados/Data Scientist","Especialista/Staff+","de R$ 16.001/mês a R$ 20.000/mês","18"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Especialista/Staff+","de R$ 12.001/mês a R$ 16.000/mês","18"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","de R$ 4.001/mês a R$ 6.000/mês","18"
"2025","Analista de BI/BI Analyst","Sênior","de R$ 6.001/mês a R$ 8.000/mês","17"
"2025","Analista de Dados/Data Analyst","Especialista/Staff+","de R$ 8.001/mês a R$ 12.000/mês","16"
"2025","Analista de BI/BI Analyst","Júnior","de R$ 3.001/mês a R$ 4.000/mês","16"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","de R$ 12.001/mês a R$ 16.000/mês","15"
"2025","Cientista de Dados/Data Scientist","Júnior","de R$ 4.001/mês a R$ 6.000/mês","15"
"2025","Analytics Engineer","Sênior","de R$ 8.001/mês a R$ 12.000/mês","15"
"2025","Analista de Negócios/Business Analyst","Pleno","de R$ 6.001/mês a R$ 8.000/mês","15"
"2025","Analytics Engineer","Pleno","de R$ 8.001/mês a R$ 12.000/mês","14"
"2025","Analista de BI/BI Analyst","Júnior","de R$ 4.001/mês a R$ 6.000/mês","14"
"2025","Outra Opção","Pleno","de R$ 8.001/mês a R$ 12.000/mês","13"
"2025","Outra Opção","Júnior","de R$ 3.001/mês a R$ 4.000/mês","13"
"2025","Analytics Engineer","Pleno","de R$ 6.001/mês a R$ 8.000/mês","13"
"2025","Analista de Negócios/Business Analyst","Pleno","de R$ 8.001/mês a R$ 12.000/mês","13"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","de R$ 4.001/mês a R$ 6.000/mês","13"
"2025","Analista de BI/BI Analyst","Pleno","de R$ 8.001/mês a R$ 12.000/mês","13"
"2025","Analista de Dados/Data Analyst","Júnior","de R$ 6.001/mês a R$ 8.000/mês","13"
"2025","Analista de Dados/Data Analyst","Sênior","de R$ 20.001/mês a R$ 25.000/mês","12"
"2025","Outra Opção","Júnior","de R$ 4.001/mês a R$ 6.000/mês","12"
"2025","Analista de Dados/Data Analyst","Especialista/Staff+","de R$ 16.001/mês a R$ 20.000/mês","12"
"2025","Analista de BI/BI Analyst","Sênior","de R$ 12.001/mês a R$ 16.000/mês","11"
"2025","Cientista de Dados/Data Scientist","Especialista/Staff+","de R$ 25.001/mês a R$ 30.000/mês","11"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Especialista/Staff+","de R$ 20.001/mês a R$ 25.000/mês","11"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","de R$ 8.001/mês a R$ 12.000/mês","11"
"2025","Outra Opção","Sênior","de R$ 8.001/mês a R$ 12.000/mês","11"
"2025","Outra Opção","Pleno","de R$ 4.001/mês a R$ 6.000/mês","11"
"2025","Cientista de Dados/Data Scientist","Pleno","de R$ 4.001/mês a R$ 6.000/mês","10"
"2025","Cientista de Dados/Data Scientist","Júnior","de R$ 1.001/mês a R$ 2.000/mês","10"
"2025","Analista de Suporte/Analista Técnico","Júnior","de R$ 2.001/mês a R$ 3.000/mês","10"
"2025","Cientista de Dados/Data Scientist","Júnior","de R$ 6.001/mês a R$ 8.000/mês","10"
"2025","Outra Opção","Pleno","de R$ 3.001/mês a R$ 4.000/mês","10"
"2025","Outra Opção","Pleno","de R$ 2.001/mês a R$ 3.000/mês","10"
"2025","Analytics Engineer","Especialista/Staff+","de R$ 12.001/mês a R$ 16.000/mês","10"
"2025",,,"de R$ 3.001/mês a R$ 4.000/mês","9"
"2025","Analista de Negócios/Business Analyst","Júnior","de R$ 2.001/mês a R$ 3.000/mês","9"
"2025","Analista de BI/BI Analyst","Júnior","de R$ 2.001/mês a R$ 3.000/mês","9"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","de R$ 30.001/mês a R$ 40.000/mês","9"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Acima de R$ 40.001/mês","9"
"2025","Analytics Engineer","Sênior","de R$ 16.001/mês a R$ 20.000/mês","9"
"2025","Analista de Dados/Data Analyst","Sênior","de R$ 4.001/mês a R$ 6.000/mês","9"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","de R$ 25.001/mês a R$ 30.000/mês","9"
"2025","Analista de BI/BI Analyst","Pleno","de R$ 3.001/mês a R$ 4.000/mês","9"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","de R$ 8.001/mês a R$ 12.000/mês","9"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","de R$ 12.001/mês a R$ 16.000/mês","9"
"2025","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","de R$ 8.001/mês a R$ 12.000/mês","9"
"2025","Cientista de Dados/Data Scientist","Especialista/Staff+","de R$ 20.001/mês a R$ 25.000/mês","9"
"2025","Analista de BI/BI Analyst","Júnior","de R$ 1.001/mês a R$ 2.000/mês","9"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","de R$ 3.001/mês a R$ 4.000/mês","9"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Especialista/Staff+","Acima de R$ 40.001/mês","8"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","de R$ 12.001/mês a R$ 16.000/mês","8"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","de R$ 16.001/mês a R$ 20.000/mês","8"
"2025","Analytics Engineer","Pleno","de R$ 12.001/mês a R$ 16.000/mês","8"
"2025","Cientista de Dados/Data Scientist","Especialista/Staff+","de R$ 8.001/mês a R$ 12.000/mês","8"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Especialista/Staff+","de R$ 30.001/mês a R$ 40.000/mês","8"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","de R$ 6.001/mês a R$ 8.000/mês","8"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","de R$ 8.001/mês a R$ 12.000/mês","8"
"2025","Cientista de Dados/Data Scientist","Sênior","de R$ 20.001/mês a R$ 25.000/mês","8"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","de R$ 6.001/mês a R$ 8.000/mês","7"
"2025","Analista de Negócios/Business Analyst","Sênior","de R$ 6.001/mês a R$ 8.000/mês","7"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","de R$ 2.001/mês a R$ 3.000/mês","7"
"2025","Analista de Dados/Data Analyst","Pleno","de R$ 12.001/mês a R$ 16.000/mês","7"
"2025","Outra Opção","Júnior","Menos de R$ 1.000/mês","7"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Especialista/Staff+","de R$ 16.001/mês a R$ 20.000/mês","7"
"2025","Analista de Negócios/Business Analyst","Júnior","de R$ 4.001/mês a R$ 6.000/mês","7"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","de R$ 20.001/mês a R$ 25.000/mês","6"
"2025",,,"de R$ 2.001/mês a R$ 3.000/mês","6"
"2025","Analista de Suporte/Analista Técnico","Pleno","de R$ 8.001/mês a R$ 12.000/mês","6"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","de R$ 4.001/mês a R$ 6.000/mês","6"
"2025","Analista de Suporte/Analista Técnico","Pleno","de R$ 4.001/mês a R$ 6.000/mês","6"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","de R$ 6.001/mês a R$ 8.000/mês","6"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Acima de R$ 40.001/mês","6"
"2025","Outra Opção","Especialista/Staff+","de R$ 20.001/mês a R$ 25.000/mês","6"
"2025","Analista de Dados/Data Analyst","Júnior","de R$ 8.001/mês a R$ 12.000/mês","6"
"2025","Outra Opção","Sênior","de R$ 4.001/mês a R$ 6.000/mês","6"
"2025","Cientista de Dados/Data Scientist","Sênior","de R$ 25.001/mês a R$ 30.000/mês","5"
"2025","Analista de Negócios/Business Analyst","Especialista/Staff+","de R$ 8.001/mês a R$ 12.000/mês","5"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","de R$ 6.001/mês a R$ 8.000/mês","5"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","de R$ 20.001/mês a R$ 25.000/mês","5"
"2025","Outra Opção","Especialista/Staff+","de R$ 12.001/mês a R$ 16.000/mês","5"
"2025","Analista de Dados/Data Analyst","Sênior","de R$ 16.001/mês a R$ 20.000/mês","5"
"2025","Outra Opção","Sênior","de R$ 3.001/mês a R$ 4.000/mês","5"
"2025","Analista de Negócios/Business Analyst","Sênior","de R$ 4.001/mês a R$ 6.000/mês","5"
"2025","Analista de Suporte/Analista Técnico","Pleno","de R$ 6.001/mês a R$ 8.000/mês","5"
"2025","Analista de BI/BI Analyst","Especialista/Staff+","de R$ 12.001/mês a R$ 16.000/mês","5"
"2025","Analytics Engineer","Especialista/Staff+","de R$ 16.001/mês a R$ 20.000/mês","5"
"2025","Analista de Dados/Data Analyst","Sênior","de R$ 30.001/mês a R$ 40.000/mês","5"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Especialista/Staff+","Acima de R$ 40.001/mês","5"
"2025","Analista de Suporte/Analista Técnico","Sênior","de R$ 4.001/mês a R$ 6.000/mês","5"
"2025","Cientista de Dados/Data Scientist","Júnior","de R$ 2.001/mês a R$ 3.000/mês","5"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","de R$ 30.001/mês a R$ 40.000/mês","5"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Especialista/Staff+","de R$ 30.001/mês a R$ 40.000/mês","5"
"2025","Outra Opção","Sênior","de R$ 12.001/mês a R$ 16.000/mês","5"
"2025","Analytics Engineer","Pleno","de R$ 4.001/mês a R$ 6.000/mês","5"
"2025","Analista de Negócios/Business Analyst","Especialista/Staff+","de R$ 16.001/mês a R$ 20.000/mês","5"
"2025","Outra Opção","Sênior","de R$ 6.001/mês a R$ 8.000/mês","5"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","de R$ 1.001/mês a R$ 2.000/mês","5"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","de R$ 4.001/mês a R$ 6.000/mês","5"
"2025","Analista de BI/BI Analyst","Especialista/Staff+","de R$ 8.001/mês a R$ 12.000/mês","5"
"2025","Outra Opção","Pleno","de R$ 1.001/mês a R$ 2.000/mês","5"
"2025","Analytics Engineer","Sênior","de R$ 25.001/mês a R$ 30.000/mês","5"
"2025","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","de R$ 1.001/mês a R$ 2.000/mês","4"
"2025","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","de R$ 3.001/mês a R$ 4.000/mês","4"
"2025","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","de R$ 20.001/mês a R$ 25.000/mês","4"
"2025","Analista de Dados/Data Analyst","Pleno","de R$ 2.001/mês a R$ 3.000/mês","4"
"2025","Outra Opção","Especialista/Staff+","de R$ 30.001/mês a R$ 40.000/mês","4"
"2025","Cientista de Dados/Data Scientist","Júnior","de R$ 3.001/mês a R$ 4.000/mês","4"
"2025","Cientista de Dados/Data Scientist","Pleno","de R$ 3.001/mês a R$ 4.000/mês","4"
"2025","Arquiteto de Dados/Data Architect","Sênior","de R$ 8.001/mês a R$ 12.000/mês","4"
"2025","Analista de BI/BI Analyst","Sênior","de R$ 4.001/mês a R$ 6.000/mês","4"
"2025",,,"Menos de R$ 1.000/mês","4"
"2025","Outras Engenharias (não inclui dev)","Pleno","de R$ 12.001/mês a R$ 16.000/mês","4"
"2025","Outra Opção","Especialista/Staff+","de R$ 8.001/mês a R$ 12.000/mês","4"
