"_ano_pesquisa","dimensao","setor","numero_de_funcionarios","valor","qtd_respondentes"
"2023","desafio_gestor","Setor de Energia","Acima de 3.000","Desenvolver e manter modelos Machine Learning em produção.","1"
"2023","desafio_gestor","Área de Consultoria","de 1.001 a 3.000","Contratar novos talentos.","1"
"2023","desafio_gestor","Varejo","Acima de 3.000","Não atuo com dados","1"
"2023","desafio_gestor","Setor Imobiliário/ Construção Civil","de 1 a 5","Garantir retorno do investimento (ROI) em projetos de dados.","1"
"2023","desafio_gestor","Educação","de 1 a 5","Convencer a empresa a aumentar os investimentos na área de dados.","1"
"2023","desafio_gestor","Telecomunicação","de 501 a 1.000","em meio ao crescimento da empresa.","1"
"2023","desafio_gestor","Indústria","de 1 a 5","Convencer a empresa a aumentar os investimentos na área de dados.","1"
"2023","desafio_gestor","Varejo","Acima de 3.000","Ter o equilíbrio no Data Mesh entre responsabilidades de Data Core vs Data Negócio","1"
"2023","desafio_gestor","Varejo","de 51 a 100","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","1"
"2023","desafio_gestor","Telecomunicação","Acima de 3.000","Conseguir levar inovação para a empresa através dos dados.","1"
"2023","desafio_gestor","Outra Opção","de 51 a 100","Conseguir levar inovação para a empresa através dos dados.","1"
"2023","desafio_gestor","Telecomunicação","de 501 a 1.000","Convencer a empresa a aumentar os investimentos na área de dados.","1"
"2023","desafio_gestor","Área de Consultoria","de 101 a 500","Convencer a empresa a aumentar os investimentos na área de dados.","1"
"2023","desafio_gestor","Setor Farmaceutico","de 101 a 500","Contratar novos talentos.","1"
"2023","desafio_gestor","Marketing","de 501 a 1.000","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","1"
"2023","desafio_gestor","Internet/Ecommerce","Acima de 3.000","Conseguir processar e armazenar um alto volume de dados.","1"
"2023","desafio_gestor","Educação","de 501 a 1.000","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","1"
"2023","desafio_gestor","Área da Saúde","de 501 a 1.000","Convencer a empresa a aumentar os investimentos na área de dados.","1"
"2023","desafio_gestor","Educação","de 501 a 1.000","Conseguir processar e armazenar um alto volume de dados.","1"
"2023","desafio_gestor","Setor Imobiliário/ Construção Civil","de 1 a 5","Organizar as informações e garantir a qualidade e confiabilidade.","1"
"2023","desafio_gestor","Tecnologia/Fábrica de Software","de 6 a 10","Reter talentos.","1"
"2023","desafio_gestor","Área da Saúde","de 101 a 500","Conseguir levar inovação para a empresa através dos dados.","1"
"2023","desafio_gestor","Indústria","de 1.001 a 3.000","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","1"
"2023","desafio_gestor","Finanças ou Bancos","de 501 a 1.000","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","1"
"2023","desafio_gestor","Telecomunicação","de 101 a 500","Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados.","1"
"2023","desafio_gestor","Setor Público","de 101 a 500","Garantir retorno do investimento (ROI) em projetos de dados.","1"
"2023","desafio_gestor","Finanças ou Bancos","Acima de 3.000","Expandir a cultura analítica em toda a organização com a disseminação de talentos e boas práticas","1"
"2023","desafio_gestor","Tecnologia/Fábrica de Software","de 6 a 10","Dividir o tempo entre entregas técnicas e gestão de pessoas.","1"
"2023","desafio_gestor","Internet/Ecommerce","de 101 a 500","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","1"
"2023","desafio_gestor","Finanças ou Bancos","Acima de 3.000","Treinar as pessoas em Dados","1"
"2023","desafio_gestor","Área de Consultoria","de 501 a 1.000","Garantir retorno do investimento (ROI) em projetos de dados.","1"
"2023","desafio_gestor","Telecomunicação","de 1.001 a 3.000","Gestão de equipes no ambiente remoto.","1"
"2023","desafio_gestor","Área de Consultoria","de 1 a 5","Gestão de equipes no ambiente remoto.","1"
"2023","desafio_gestor","Setor Público","Acima de 3.000","Garantir a manutenção dos projetos e modelos em produção","1"
"2023","desafio_gestor","Entretenimento ou Esportes","de 501 a 1.000","Reter talentos.","1"
"2023","desafio_gestor","Outra Opção","de 1.001 a 3.000","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","1"
"2023","desafio_gestor","Área de Consultoria","de 6 a 10","Gestão de equipes no ambiente remoto.","1"
"2023","desafio_gestor","Marketing","Acima de 3.000","Convencer a empresa a aumentar os investimentos na área de dados.","1"
"2023","desafio_gestor","Telecomunicação","de 11 a 50","Dividir o tempo entre entregas técnicas e gestão de pessoas.","1"
"2023","desafio_gestor","Setor Farmaceutico","de 101 a 500","Conseguir processar e armazenar um alto volume de dados.","1"
"2023","desafio_gestor","Área da Saúde","de 501 a 1.000","Gestão de equipes no ambiente remoto.","1"
"2023","desafio_gestor","Área da Saúde","de 501 a 1.000","Dividir o tempo entre entregas técnicas e gestão de pessoas.","1"
"2023","desafio_gestor","Filantropia/ONG's","de 101 a 500","Garantir retorno do investimento (ROI) em projetos de dados.","1"
"2023","desafio_gestor","Área da Saúde","de 51 a 100","Desenvolver e manter modelos Machine Learning em produção.","1"
"2023","desafio_gestor","Outra Opção","de 11 a 50","Conseguir levar inovação para a empresa através dos dados.","1"
"2023","desafio_gestor","Filantropia/ONG's","de 51 a 100","Reter talentos.","1"
"2023","desafio_gestor","Setor Alimentício","de 6 a 10","Conseguir processar e armazenar um alto volume de dados.","1"
"2023","desafio_gestor","Entretenimento ou Esportes","de 501 a 1.000","Desenvolver e manter modelos Machine Learning em produção.","1"
"2023","desafio_gestor","Área da Saúde","Acima de 3.000","Garantir a manutenção dos projetos e modelos em produção","1"
"2023","desafio_gestor","Finanças ou Bancos","de 1 a 5","Organizar as informações e garantir a qualidade e confiabilidade.","1"
"2023","desafio_gestor","Entretenimento ou Esportes","de 51 a 100","Conseguir levar inovação para a empresa através dos dados.","1"
"2023","desafio_gestor","Varejo","de 101 a 500","Garantir a manutenção dos projetos e modelos em produção","1"
"2023","desafio_gestor","Indústria","Acima de 3.000","Conseguir processar e armazenar um alto volume de dados.","1"
"2023","desafio_gestor","Marketing","de 101 a 500","em meio ao crescimento da empresa.","1"
"2023","desafio_gestor","Finanças ou Bancos","de 501 a 1.000","Contratar novos talentos.","1"
"2023","desafio_gestor","Educação","de 51 a 100","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","1"
"2023","desafio_gestor","Setor Alimentício","de 101 a 500","Dividir o tempo entre entregas técnicas e gestão de pessoas.","1"
"2023","desafio_gestor","Varejo","de 101 a 500","Garantir retorno do investimento (ROI) em projetos de dados.","1"
"2023","desafio_gestor","Marketing","de 11 a 50","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","1"
"2023","desafio_gestor","Agronegócios","de 1.001 a 3.000","Convencer a empresa a aumentar os investimentos na área de dados.","1"
"2023","desafio_gestor","Telecomunicação","de 11 a 50","Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados.","1"
"2023","desafio_gestor","Filantropia/ONG's","de 11 a 50","Desenvolver e manter modelos Machine Learning em produção.","1"
"2023","desafio_gestor","Internet/Ecommerce","de 1.001 a 3.000","Reter talentos.","1"
"2023","desafio_gestor","Setor Imobiliário/ Construção Civil","de 6 a 10","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","1"
"2023","desafio_gestor","Outra Opção","de 1.001 a 3.000","Organizar as informações e garantir a qualidade e confiabilidade.","1"
"2023","desafio_gestor","Entretenimento ou Esportes","de 6 a 10","Gestão de equipes no ambiente remoto.","1"
"2023","desafio_gestor","Telecomunicação","de 11 a 50","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","1"
"2023","desafio_gestor","Setor Público","de 101 a 500","Contratar novos talentos.","1"
"2023","desafio_gestor","Setor Automotivo","de 51 a 100","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","1"
"2023","desafio_gestor","Setor Imobiliário/ Construção Civil","Acima de 3.000","Gestão de equipes no ambiente remoto.","1"
"2023","desafio_gestor","Educação","de 101 a 500","Garantir retorno do investimento (ROI) em projetos de dados.","1"
"2023","desafio_gestor","Setor Automotivo","de 501 a 1.000","Conseguir levar inovação para a empresa através dos dados.","1"
"2023","desafio_gestor","Setor de Energia","Acima de 3.000","Contratar novos talentos.","1"
"2023","desafio_gestor","Internet/Ecommerce","Acima de 3.000","Garantir a manutenção dos projetos e modelos em produção","1"
"2023","desafio_gestor","Agronegócios","Acima de 3.000","Reter talentos.","1"
"2023","desafio_gestor","Setor Público","de 501 a 1.000","Convencer a empresa a aumentar os investimentos na área de dados.","1"
"2023","desafio_gestor","Finanças ou Bancos","de 501 a 1.000","Conseguir processar e armazenar um alto volume de dados.","1"
"2023","desafio_gestor","Marketing","de 501 a 1.000","Conseguir processar e armazenar um alto volume de dados.","1"
"2023","desafio_gestor","Área de Consultoria","de 6 a 10","Organizar as informações e garantir a qualidade e confiabilidade.","1"
"2023","desafio_gestor","Internet/Ecommerce","de 1.001 a 3.000","Desenvolver e manter modelos Machine Learning em produção.","1"
"2023","desafio_gestor","Varejo","de 1.001 a 3.000","Conseguir levar inovação para a empresa através dos dados.","1"
"2023","desafio_gestor","Agronegócios","de 1.001 a 3.000","Dividir o tempo entre entregas técnicas e gestão de pessoas.","1"
"2023","desafio_gestor","Varejo","Acima de 3.000","Dar velocidade para as áreas consumirem dados (Self Service) sem aumentar o risco relacionado a governança dos dados","1"
"2023","desafio_gestor","Setor Imobiliário/ Construção Civil","de 6 a 10","Desenvolver e manter modelos Machine Learning em produção.","1"
"2023","desafio_gestor","Setor Público","de 1.001 a 3.000","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","1"
"2023","desafio_gestor","Tecnologia/Fábrica de Software","de 11 a 50","Desenvolver e manter modelos Machine Learning em produção.","1"
"2023","desafio_gestor","Agronegócios","de 101 a 500","Dividir o tempo entre entregas técnicas e gestão de pessoas.","1"
"2023","desafio_gestor","Varejo","de 51 a 100","Conseguir processar e armazenar um alto volume de dados.","1"
"2023","desafio_gestor","Telecomunicação","de 101 a 500","nenhuma","1"
"2023","desafio_gestor","Indústria","de 501 a 1.000","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","1"
"2023","desafio_gestor","Varejo","de 51 a 100","Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados.","1"
"2023","desafio_gestor","Educação","Acima de 3.000","Desenvolver e manter modelos Machine Learning em produção.","1"
"2023","desafio_gestor","Área da Saúde","de 11 a 50","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","1"
"2023","desafio_gestor","Telecomunicação","de 101 a 500","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","1"
"2023","desafio_gestor","Setor Público","de 101 a 500","Garantir a manutenção dos projetos e modelos em produção","1"
"2023","desafio_gestor","Agronegócios","de 101 a 500","Garantir a manutenção dos projetos e modelos em produção","1"
"2023","desafio_gestor","Indústria","de 1.001 a 3.000","Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados.","1"
"2023","desafio_gestor","Área de Consultoria","de 51 a 100","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","1"
"2023","desafio_gestor","Indústria","de 1.001 a 3.000","Organizar as informações e garantir a qualidade e confiabilidade.","1"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","Acima de 3.000","Preocupações com segurança e privacidade de dados.","27"
"2023","motivo_nao_uso_ia","Varejo","Acima de 3.000","Preocupações com segurança e privacidade de dados.","27"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","Acima de 3.000","Falta de compreensão dos casos de uso.","24"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","Acima de 3.000","Falta de expertise das equipes técnicas ou falta de recursos internos.","22"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","Acima de 3.000","Dados da empresa não estão prontos para uso de IA Generativa.","18"
"2023","motivo_nao_uso_ia","Varejo","Acima de 3.000","tipo de dados usados para treinar um modelo de terceiros).","17"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","Acima de 3.000","Baixa qualidade e/ou falta de confiabilidade das saídas (alucinação dos modelos).","17"
"2023","motivo_nao_uso_ia","Indústria","Acima de 3.000","Preocupações com segurança e privacidade de dados.","17"
"2023","motivo_nao_uso_ia","Varejo","Acima de 3.000","Preocupações com propriedade intelectual (ou seja","17"
"2023","motivo_nao_uso_ia","Varejo","Acima de 3.000","Falta de expertise das equipes técnicas ou falta de recursos internos.","14"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","Acima de 3.000","Retorno sobre investimento (ROI) não comprovado de IA Generativa.","13"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","Acima de 3.000","Preocupações com segurança e privacidade de dados.","13"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","Acima de 3.000","Incerteza em relação a regulamentação ou questões regulatórias.","13"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","de 101 a 500","Falta de compreensão dos casos de uso.","13"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 51 a 100","Falta de expertise das equipes técnicas ou falta de recursos internos.","13"
"2023","motivo_nao_uso_ia","Varejo","Acima de 3.000","Falta de compreensão dos casos de uso.","13"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","Acima de 3.000","Falta de compreensão dos casos de uso.","12"
"2023","motivo_nao_uso_ia","Indústria","Acima de 3.000","Falta de compreensão dos casos de uso.","12"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 101 a 500","Falta de compreensão dos casos de uso.","12"
"2023","motivo_nao_uso_ia","Indústria","Acima de 3.000","Dados da empresa não estão prontos para uso de IA Generativa.","11"
"2023","motivo_nao_uso_ia","Outra Opção","Acima de 3.000","Preocupações com segurança e privacidade de dados.","11"
"2023","motivo_nao_uso_ia","Outra Opção","Acima de 3.000","Dados da empresa não estão prontos para uso de IA Generativa.","11"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","Acima de 3.000","Retorno sobre investimento (ROI) não comprovado de IA Generativa.","10"
"2023","motivo_nao_uso_ia","Varejo","Acima de 3.000","Retorno sobre investimento (ROI) não comprovado de IA Generativa.","10"
"2023","motivo_nao_uso_ia","Outra Opção","Acima de 3.000","Falta de expertise das equipes técnicas ou falta de recursos internos.","10"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","Acima de 3.000","Dados da empresa não estão prontos para uso de IA Generativa.","10"
"2023","motivo_nao_uso_ia","Varejo","Acima de 3.000","Dados da empresa não estão prontos para uso de IA Generativa.","10"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","de 101 a 500","Falta de expertise das equipes técnicas ou falta de recursos internos.","9"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 11 a 50","Baixa qualidade e/ou falta de confiabilidade das saídas (alucinação dos modelos).","9"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 101 a 500","Preocupações com segurança e privacidade de dados.","9"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 101 a 500","Falta de expertise das equipes técnicas ou falta de recursos internos.","9"
"2023","motivo_nao_uso_ia","Outra Opção","Acima de 3.000","Falta de compreensão dos casos de uso.","9"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","de 101 a 500","Preocupações com segurança e privacidade de dados.","8"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","Acima de 3.000","Falta de expertise das equipes técnicas ou falta de recursos internos.","8"
"2023","motivo_nao_uso_ia","Setor Alimentício","Acima de 3.000","Falta de expertise das equipes técnicas ou falta de recursos internos.","8"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","Acima de 3.000","tipo de dados usados para treinar um modelo de terceiros).","8"
"2023","motivo_nao_uso_ia","Varejo","Acima de 3.000","Incerteza em relação a regulamentação ou questões regulatórias.","8"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","Acima de 3.000","Preocupações com propriedade intelectual (ou seja","8"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 51 a 100","Dados da empresa não estão prontos para uso de IA Generativa.","8"
"2023","motivo_nao_uso_ia","Área de Consultoria","de 1 a 5","Falta de compreensão dos casos de uso.","8"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 1.001 a 3.000","Preocupações com segurança e privacidade de dados.","7"
"2023","motivo_nao_uso_ia","Setor Público","Acima de 3.000","Preocupações com segurança e privacidade de dados.","7"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 1.001 a 3.000","Dados da empresa não estão prontos para uso de IA Generativa.","7"
"2023","motivo_nao_uso_ia","Área de Consultoria","de 1 a 5","Preocupações com segurança e privacidade de dados.","7"
"2023","motivo_nao_uso_ia","Área de Consultoria","de 101 a 500","Falta de expertise das equipes técnicas ou falta de recursos internos.","7"
"2023","motivo_nao_uso_ia","Internet/Ecommerce","Acima de 3.000","Falta de compreensão dos casos de uso.","7"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 101 a 500","Dados da empresa não estão prontos para uso de IA Generativa.","7"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 11 a 50","Falta de expertise das equipes técnicas ou falta de recursos internos.","7"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 1 a 5","Falta de compreensão dos casos de uso.","6"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 101 a 500","Baixa qualidade e/ou falta de confiabilidade das saídas (alucinação dos modelos).","6"
"2023","motivo_nao_uso_ia","Área de Consultoria","de 101 a 500","Preocupações com segurança e privacidade de dados.","6"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 501 a 1.000","Preocupações com segurança e privacidade de dados.","6"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 11 a 50","Falta de compreensão dos casos de uso.","6"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 1.001 a 3.000","tipo de dados usados para treinar um modelo de terceiros).","6"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","Acima de 3.000","Alta direção da empresa não vê valor ou não vê esse tipo de iniciativa como prioridade.","6"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","Acima de 3.000","Incerteza em relação a regulamentação ou questões regulatórias.","6"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","de 501 a 1.000","Falta de expertise das equipes técnicas ou falta de recursos internos.","6"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 51 a 100","Falta de compreensão dos casos de uso.","6"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 1.001 a 3.000","Preocupações com propriedade intelectual (ou seja","6"
"2023","motivo_nao_uso_ia","Área de Consultoria","de 1 a 5","Dados da empresa não estão prontos para uso de IA Generativa.","6"
"2023","motivo_nao_uso_ia","Indústria","Acima de 3.000","Falta de expertise das equipes técnicas ou falta de recursos internos.","6"
"2023","motivo_nao_uso_ia","Área de Consultoria","de 101 a 500","Dados da empresa não estão prontos para uso de IA Generativa.","6"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 501 a 1.000","Retorno sobre investimento (ROI) não comprovado de IA Generativa.","6"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","de 501 a 1.000","Falta de compreensão dos casos de uso.","6"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","de 101 a 500","Dados da empresa não estão prontos para uso de IA Generativa.","6"
"2023","motivo_nao_uso_ia","Área de Consultoria","de 1 a 5","Incerteza em relação a regulamentação ou questões regulatórias.","6"
"2023","motivo_nao_uso_ia","Área de Consultoria","de 1 a 5","Retorno sobre investimento (ROI) não comprovado de IA Generativa.","5"
"2023","motivo_nao_uso_ia","Setor Público","de 101 a 500","Dados da empresa não estão prontos para uso de IA Generativa.","5"
"2023","motivo_nao_uso_ia","Área de Consultoria","de 101 a 500","tipo de dados usados para treinar um modelo de terceiros).","5"
"2023","motivo_nao_uso_ia","Setor Público","Acima de 3.000","Falta de expertise das equipes técnicas ou falta de recursos internos.","5"
"2023","motivo_nao_uso_ia","Área da Saúde","Acima de 3.000","Preocupações com segurança e privacidade de dados.","5"
"2023","motivo_nao_uso_ia","Outra Opção","Acima de 3.000","Incerteza em relação a regulamentação ou questões regulatórias.","5"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 501 a 1.000","Falta de expertise das equipes técnicas ou falta de recursos internos.","5"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","de 101 a 500","Baixa qualidade e/ou falta de confiabilidade das saídas (alucinação dos modelos).","5"
"2023","motivo_nao_uso_ia","Indústria","Acima de 3.000","Incerteza em relação a regulamentação ou questões regulatórias.","5"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","de 101 a 500","Retorno sobre investimento (ROI) não comprovado de IA Generativa.","5"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 1 a 5","Incerteza em relação a regulamentação ou questões regulatórias.","5"
"2023","motivo_nao_uso_ia","Educação","Acima de 3.000","Dados da empresa não estão prontos para uso de IA Generativa.","5"
"2023","motivo_nao_uso_ia","Área de Consultoria","de 101 a 500","Preocupações com propriedade intelectual (ou seja","5"
"2023","motivo_nao_uso_ia","Outra Opção","Acima de 3.000","Alta direção da empresa não vê valor ou não vê esse tipo de iniciativa como prioridade.","5"
"2023","motivo_nao_uso_ia","Área de Consultoria","de 11 a 50","Falta de compreensão dos casos de uso.","5"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","Acima de 3.000","Baixa qualidade e/ou falta de confiabilidade das saídas (alucinação dos modelos).","5"
"2023","motivo_nao_uso_ia","Indústria","Acima de 3.000","tipo de dados usados para treinar um modelo de terceiros).","5"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","Acima de 3.000","Preocupações com propriedade intelectual (ou seja","5"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 11 a 50","Preocupações com segurança e privacidade de dados.","5"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 501 a 1.000","Falta de compreensão dos casos de uso.","5"
"2023","motivo_nao_uso_ia","Setor Alimentício","Acima de 3.000","Preocupações com segurança e privacidade de dados.","5"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 11 a 50","Dados da empresa não estão prontos para uso de IA Generativa.","5"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 1 a 5","Preocupações com segurança e privacidade de dados.","5"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 1.001 a 3.000","Falta de compreensão dos casos de uso.","5"
"2023","motivo_nao_uso_ia","Educação","Acima de 3.000","Preocupações com segurança e privacidade de dados.","5"
"2023","motivo_nao_uso_ia","Varejo","Acima de 3.000","Baixa qualidade e/ou falta de confiabilidade das saídas (alucinação dos modelos).","5"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","de 501 a 1.000","Dados da empresa não estão prontos para uso de IA Generativa.","5"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","de 51 a 100","Dados da empresa não estão prontos para uso de IA Generativa.","5"
"2023","motivo_nao_uso_ia","Indústria","Acima de 3.000","Preocupações com propriedade intelectual (ou seja","5"
"2023","motivo_nao_uso_ia","Área de Consultoria","de 11 a 50","Falta de expertise das equipes técnicas ou falta de recursos internos.","5"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","Acima de 3.000","tipo de dados usados para treinar um modelo de terceiros).","5"
"2023","motivo_nao_uso_ia","Área de Consultoria","Acima de 3.000","Falta de expertise das equipes técnicas ou falta de recursos internos.","4"
"2023","motivo_nao_uso_ia","Marketing","de 101 a 500","Baixa qualidade e/ou falta de confiabilidade das saídas (alucinação dos modelos).","4"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 11 a 50","Retorno sobre investimento (ROI) não comprovado de IA Generativa.","4"
"2023","motivo_nao_uso_ia","Setor Alimentício","Acima de 3.000","Retorno sobre investimento (ROI) não comprovado de IA Generativa.","4"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 6 a 10","Falta de expertise das equipes técnicas ou falta de recursos internos.","4"
"2023","motivo_nao_uso_ia","Área da Saúde","Acima de 3.000","Falta de expertise das equipes técnicas ou falta de recursos internos.","4"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 101 a 500","tipo de dados usados para treinar um modelo de terceiros).","4"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","de 1.001 a 3.000","Falta de expertise das equipes técnicas ou falta de recursos internos.","4"
"2023","motivo_nao_uso_ia","Outra Opção","Acima de 3.000","Preocupações com propriedade intelectual (ou seja","4"
"2023","motivo_nao_uso_ia","Setor Alimentício","Acima de 3.000","Dados da empresa não estão prontos para uso de IA Generativa.","4"
"2023","motivo_nao_uso_ia","Setor Alimentício","Acima de 3.000","Incerteza em relação a regulamentação ou questões regulatórias.","4"
"2023","motivo_nao_uso_ia","Outra Opção","Acima de 3.000","tipo de dados usados para treinar um modelo de terceiros).","4"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 51 a 100","Retorno sobre investimento (ROI) não comprovado de IA Generativa.","4"
"2023","motivo_nao_uso_ia","Outra Opção","de 101 a 500","Falta de compreensão dos casos de uso.","4"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 1 a 5","Dados da empresa não estão prontos para uso de IA Generativa.","4"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 101 a 500","Retorno sobre investimento (ROI) não comprovado de IA Generativa.","4"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","de 101 a 500","tipo de dados usados para treinar um modelo de terceiros).","4"
"2023","motivo_nao_uso_ia","Varejo","de 101 a 500","Dados da empresa não estão prontos para uso de IA Generativa.","4"
"2023","motivo_nao_uso_ia","Educação","de 101 a 500","Falta de compreensão dos casos de uso.","4"
"2023","motivo_nao_uso_ia","Área de Consultoria","de 101 a 500","Falta de compreensão dos casos de uso.","4"
"2023","motivo_nao_uso_ia","Finanças ou Bancos","de 101 a 500","Preocupações com propriedade intelectual (ou seja","4"
"2023","motivo_nao_uso_ia","Educação","de 101 a 500","Falta de expertise das equipes técnicas ou falta de recursos internos.","4"
"2023","motivo_nao_uso_ia","Setor Alimentício","de 101 a 500","Falta de compreensão dos casos de uso.","4"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 101 a 500","Preocupações com propriedade intelectual (ou seja","4"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 1 a 5","Baixa qualidade e/ou falta de confiabilidade das saídas (alucinação dos modelos).","4"
"2023","motivo_nao_uso_ia","Área da Saúde","Acima de 3.000","Dados da empresa não estão prontos para uso de IA Generativa.","4"
"2023","motivo_nao_uso_ia","Internet/Ecommerce","Acima de 3.000","Falta de expertise das equipes técnicas ou falta de recursos internos.","4"
"2023","motivo_nao_uso_ia","Área de Consultoria","Acima de 3.000","Falta de compreensão dos casos de uso.","4"
"2023","motivo_nao_uso_ia","Área de Consultoria","de 1 a 5","Falta de expertise das equipes técnicas ou falta de recursos internos.","4"
"2023","motivo_nao_uso_ia","Outra Opção","de 101 a 500","Falta de expertise das equipes técnicas ou falta de recursos internos.","4"
"2023","motivo_nao_uso_ia","Educação","Acima de 3.000","tipo de dados usados para treinar um modelo de terceiros).","4"
"2023","motivo_nao_uso_ia","Área de Consultoria","de 11 a 50","Dados da empresa não estão prontos para uso de IA Generativa.","4"
"2023","motivo_nao_uso_ia","Setor Público","de 101 a 500","Falta de expertise das equipes técnicas ou falta de recursos internos.","4"
"2023","motivo_nao_uso_ia","Tecnologia/Fábrica de Software","de 1.001 a 3.000","Falta de expertise das equipes técnicas ou falta de recursos internos.","4"
"2023","motivo_nao_uso_ia","Área da Saúde","de 501 a 1.000","Falta de expertise das equipes técnicas ou falta de recursos internos.","4"
